번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),연도
1601,피자,치즈팡(백미) R,185,720.95,0,25.47,0,12.21,469.96,0,4.46,0,2015
1602,피자,치즈팡(석쇠) F,127,431.58,0,23.56,0,5.61,281.65,0,2.74,0,2015
1603,피자,치즈팡(석쇠) L,118,375.63,0,20.69,0,4.81,247.23,0,2.51,0,2015
1604,피자,치즈팡(석쇠) R,165,767.32,0,38.51,0,13.91,480.74,0,4.72,0,2015
1605,피자,치즈팡(치즈크러스트) F,140,523.85,0,29.86,0,6.16,350.46,0,5.12,0,2015
1606,피자,치즈팡(치즈크러스트) L,143,564.65,0,32.3,0,6.33,352.54,0,5.52,0,2015
1607,피자,치즈팡(치즈크러스트) R,111,356.49,0,19.84,0,5.19,204.67,0,3.53,0,2015
1608,피자,치즈팡(팬) F,137,515.3,0,28,0,6.53,310.8,0,3.04,0,2015
1609,피자,치즈팡(팬) L,126,435.39,0,23.86,0,5.48,268.8,0,2.75,0,2015
1610,피자,치즈팡(팬) R,175,877.34,0,45.88,0,15.36,518.79,0,5.11,0,2015
1611,피자,치즈팡(흑미) L,109,242.87,0,10.47,0,3.05,199.24,0,1.97,0,2015
1612,피자,치즈팡(흑미) R,185,743.05,0,27.27,0,13.04,469.96,0,4.46,0,2015
1613,피자,"치즈피자 (씬, L)",135,630.85,0,41.99,0,4.94,868.46,0,15.8,0,2015
1614,피자,"치즈피자 (씬, M)",107,427.14,0,30.5,0,3.17,578.98,0,12.84,0,2015
1615,피자,"치즈피자 (오리지널, L)",106,308.99,0,14.95,0,2.32,405.56,0,4.77,0,2015
1616,피자,"치즈피자 (오리지널, M)",124,427.3,0,23.19,0,4.6,620.74,0,6.94,0,2015
1617,피자,치즈피자 L,156,628.68,0,34.32,0,14.04,1274.52,0,7.8,0,2015
1618,피자,치즈피자 M,117,352.17,0,22.23,0,9.36,826.02,0,4.68,0,2015
1619,피자,치즈피자(레귤러),51,73.66,10.33,3.84,1.89,0.68,113.04,0,1.19,0,2015
1620,피자,치즈피자(스크린),80,196.16,21.54,10.44,7.58,2.99,320.86,0,4.44,0,2015
1621,피자,치즈피자(치크),119,484.89,25.22,34.49,27.31,4.38,932.57,0,13.35,0,2015
1622,피자,치즈피자(팬),89,213.88,27.82,11.72,6.2,1.85,439.84,0,3.83,0,2015
1623,피자,치즈피자(피타),50,87.72,7.98,4.64,4.14,0.72,107.75,0,2.68,0,2015
1624,피자,치즈피자[R],117,351.62,0,22.43,0,8.78,825.92,0,4.93,0,2015
1625,피자,치킨 바비큐 피자(씬) L,100,276.58,0,16.37,0,2.64,373.18,0,6.41,0,2013
1626,피자,칠리타코(레귤러),60,91.72,11.26,4.93,3,1.44,125.24,0,1.66,0,2015
1627,피자,칠리타코(스크린),93,251.53,29.76,11.48,9.63,5.16,406.96,0,4.74,0,2015
1628,피자,칠리타코(치크),174,932.57,59.31,57.66,51.59,14.66,1576.06,0,24.88,0,2015
1629,피자,칠리타코(팬),107,301.89,38.24,13.74,10.44,4.61,527,0,5.76,0,2015
1630,피자,칠리타코(피타),78,186.95,17.48,8.86,9.07,2.98,215.71,0,5.39,0,2015
1631,피자,캐리비안PLUS F,159,620.94,0,39.03,0,8.05,470.91,0,9.03,0,2015
1632,피자,캐리비안PLUS L,100,237.54,0,13.08,0,2.7,342.38,0,3.35,0,2013
1633,피자,캐리비안플러스L,142,496.77,0,31.28,0,6.33,375.86,0,7.2,0,2015
1634,피자,캐리비안플러스R,107,285.8,0,15.41,0,3.5,184.24,0,4.14,0,2015
1635,피자,케이준쉬림프골드 F,182,800.25,0,53.45,0,13.3,634.74,0,11.19,0,2015
1636,피자,케이준쉬림프골드 L,100,233.5,0,14.12,0,3.19,440.46,0,2.7,0,2013
1637,피자,케이준쉬림프골드 L,166,709.62,0,44.24,0,7.74,452.6,0,11.12,0,2015
1638,피자,케이준쉬림프골드 R,125,411.26,0,25.52,0,4.21,260.61,0,6.35,0,2015
1639,피자,콤비네이션 바이트 피자,109,287.11,0,14.82,0,5.56,672.09,0,5.34,0,2015
1640,피자,콤비네이션 피자(씬) L,100,299.49,0,16.13,0,2.65,322.81,0,7.42,0,2013
1641,피자,콤비네이션피자 씬'XL,158,801.06,0,39.5,0,6.32,1251.36,0,22.12,0,2015
1642,피자,콤비네이션피자 팬'XL,163,726.98,0,44.01,0,11.41,1220.87,0,13.04,0,2015
1643,피자,콤비네이션피자 팬L,130,464.1,0,28.6,0,7.8,778.7,0,7.8,0,2015
1644,피자,콰트로치즈샌드,141,575.28,0,28.2,0,7.05,841.77,0,15.51,0,2015
1645,피자,콰트로치즈샌드 M,100,267.23,0,12.6,0,4.69,382.56,0,3.31,0,2013
1646,피자,크라운포켓 더블바비큐L,194,931.2,0,36.86,0,17.46,1152.36,0,17.46,0,2015
1647,피자,크라운포켓 더블바비큐M,168,705.6,0,26.88,0,13.44,860.16,0,13.44,0,2015
1648,피자,크라운포켓 바비큐치킨L,101,244.42,0,9.09,0,5.05,310.07,0,5.05,0,2015
1649,피자,크라운포켓 바비큐치킨M,173,730.06,0,27.68,0,15.57,920.36,0,13.84,0,2015
1650,피자,크라운포켓 베이컨포테이토L,105,282.45,0,9.45,0,4.2,313.95,0,5.25,0,2015
1651,피자,크라운포켓 베이컨포테이토M,178,831.26,0,26.7,0,12.46,941.62,0,16.02,0,2015
1652,피자,크라운포켓 수퍼슈프림L,191,945.45,0,36.29,0,15.28,1262.51,0,19.1,0,2015
1653,피자,크라운포켓 수퍼슈프림M,160,667.2,0,24,0,12.8,844.8,0,14.4,0,2015
1654,피자,크라운포켓 직화불고기L,192,906.24,0,38.4,0,15.36,1086.72,0,17.28,0,2015
1655,피자,크라운포켓 직화불고기M,166,687.24,0,28.22,0,13.28,806.76,0,13.28,0,2015
1656,피자,크라운포켓 통베이컨 스테이크(L),192,958.08,0,36.48,0,23.04,1244.16,0,21.12,0,2015
1657,피자,크라운포켓 통베이컨 스테이크(M),168,729.12,0,25.2,0,18.48,925.68,0,15.12,0,2015
1658,피자,크런치 골드 로스트 비프 L,180,923.4,0,43.2,0,5.4,1674,0,19.8,0,2015
1659,피자,크런치 골드 로스트 비프 M,192,942.28,0,42.09,0,4.8,1737.52,0,18.01,0,2015
1660,피자,크런치 골드 비프&쉬림프 L,187,927.52,0,44.88,0,7.48,1785.85,0,18.7,0,2015
1661,피자,크런치 골드 비프&쉬림프 M,197,924.38,0,43.99,0,6.74,1790.91,0,17.34,0,2015
1662,피자,크런치 골드 칠리 쉬림프 L,195,934.05,0,46.8,0,9.75,1918.8,0,19.5,0,2015
1663,피자,크런치 골드 칠리 쉬림프 M,202,904.25,0,45.96,0,8.77,1844.68,0,16.58,0,2015
1664,피자,크런치골드 로스트비프 L,100,282.59,0,14.96,0,2.55,529.63,0,4.83,0,2013
1665,피자,크런치골드 치즈킹 L,100,254.78,0,14.59,0,2.76,457.48,0,5.92,0,2013
1666,피자,크런치골드 칠리 쉬림프 L,100,244.46,0,14.48,0,4.04,550.85,0,4.08,0,2013
1667,피자,크레이지 불새 피자,107,276.17,0,17.44,0,5.89,733.91,0,4.17,0,2015
1668,피자,크리스피 감자 피자(씬) L,100,262.59,0,10.85,0,2.22,393.33,0,5.5,0,2013
1669,피자,크리스피감자피자 씬'XL,171,873.81,0,35.91,0,8.55,1361.16,0,20.52,0,2015
1670,피자,크리스피감자피자 씬L,137,560.33,0,21.92,0,5.48,871.32,0,13.7,0,2015
1671,피자,크리스피감자피자 팬'XL,175,831.25,0,33.25,0,15.75,1312.5,0,10.5,0,2015
1672,피자,크리스피감자피자 팬L,140,532,0,22.4,0,9.8,840,0,7,0,2015
1673,피자,크림 쉬림프 피자,156,542.26,0,31.36,0,5.77,1138.8,0,15.29,0,2015
1674,피자,"타이타레피자 (씬, L)",132,384.25,0,22.7,0,5.45,736.3,0,11.22,0,2015
1675,피자,"타이타레피자 (씬, M)",137,398.4,0,27.95,0,6.33,813.09,0,13.43,0,2015
1676,피자,"타이타레피자 (오리지널, L)",164,588.6,0,33.29,0,7.53,981.7,0,10.5,0,2015
1677,피자,"타이타레피자 (오리지널, M)",187,810.83,0,42.64,0,10.1,1392.78,0,14.4,0,2015
1678,피자,토핑들의 수다(L),187,804.1,0,43.01,0,18.7,1402.5,0,13.09,0,2015
1679,피자,토핑들의 수다(M),137,438.4,0,20.55,0,9.59,685,0,8.22,0,2015
1680,피자,토핑들의 수다(킹),161,579.6,0,30.59,0,16.1,869.4,0,9.66,0,2015
1681,피자,통감자새우피자 M,155,570.4,0,24.8,0,10.85,988.9,0,6.2,0,2015
1682,피자,통감자새우피자(L),200,948.8,0,46.4,0,20.4,1891.2,0,12.52,0,2015
1683,피자,통돼지바베큐 라이스골드L,170,734.93,0,42.6,0,11.76,622.97,0,11.9,0,2015
1684,피자,통돼지바베큐 라이스골드R,127,423.35,0,23.18,0,6.24,305.03,0,6.63,0,2015
1685,피자,통돼지바베큐 라이스바이트L,180,834.17,0,46.87,0,14.81,584.14,0,5.08,0,2015
1686,피자,통돼지바베큐 라이스바이트R,143,546.19,0,27.46,0,8.95,288.27,0,2.76,0,2015
1687,피자,통돼지바베큐 백미떡도우L,116,234.59,0,11.5,0,5.78,339.54,0,2.67,0,2015
1688,피자,통돼지바베큐 백미떡도우R,190,653.94,0,22.84,0,13.07,669.33,0,5.64,0,2015
1689,피자,통돼지바베큐 석쇠L,125,379.16,0,22.62,0,8.04,399.29,0,3.29,0,2015
1690,피자,통돼지바베큐 석쇠R,170,713.17,0,38.4,0,14.79,662.34,0,5.81,0,2015
1691,피자,통돼지바베큐 치즈크러스트L,149,555.2,0,32.53,0,11.77,533.75,0,4.47,0,2015
1692,피자,통돼지바베큐 치즈크러스트R,113,337.18,0,19.2,0,5.45,263.88,0,3.91,0,2015
1693,피자,통돼지바베큐 팬L,133,439.64,0,25.95,0,8.91,429.92,0,3.55,0,2015
1694,피자,통돼지바베큐 팬R,180,820.46,0,44.05,0,16.29,710.46,0,6.28,0,2015
1695,피자,통돼지바베큐 흑미떡도우L,116,241.08,0,11.81,0,5.99,339.54,0,2.67,0,2015
1696,피자,통돼지바베큐 흑미떡도우R,190,676.63,0,24.68,0,13.93,669.33,0,5.64,0,2015
1697,피자,통돼지바베큐피자(라이스골드) F,181,793.07,0,49,0,16.92,746.24,0,11.73,0,2015
1698,피자,통돼지바베큐피자(라이스바이트) F,189,895.56,0,50.1,0,16.07,958.32,0,11.87,0,2015
1699,피자,통돼지바베큐피자(석쇠) F,139,467.48,0,27.72,0,10.49,490.85,0,4.09,0,2015
1700,피자,통돼지바베큐피자(치즈크러스트) F,152,563.43,0,34.53,0,11.45,580.17,0,6.75,0,2015
1701,피자,통돼지바베큐피자(팬) F,149,555.2,0,32.53,0,11.77,533.75,0,4.47,0,2015
1702,피자,통새우피자 L,196,907.48,0,47.04,0,17.64,2273.6,0,13.72,0,2015
1703,피자,통새우피자 M,148,518,0,23.68,0,8.88,1181.04,0,7.4,0,2015
1704,피자,투인원골드,119,321.17,0,20.61,0,2.72,266.9,0,4.24,0,2015
1705,피자,트리플미트(L),124,384.4,0,19.84,0,8.68,607.6,0,5.95,0,2015
1706,피자,트리플미트(M),122,378.2,0,8.54,0,8.54,585.6,0,5.86,0,2015
1707,피자,트리플치즈스위트피자 (L),161,817.72,0,38,0,9.85,1112.67,0,22.86,0,2015
1708,피자,트리플치즈콤비피자 (L),170,855.44,0,38.93,0,9.89,1147.5,0,23.29,0,2015
1709,피자,트위스트 쉬림프,144,552.96,0,23.04,0,14.4,838.08,0,21.6,0,2015
1710,피자,"트윈 크레페(L, 씬도우)",89,188.68,0,8.9,0,4.45,337.31,0,4.45,0,2015
1711,피자,"트윈 크레페(M, 씬도우)",153,607.41,0,24.48,0,10.71,1116.9,0,12.24,0,2015
1712,피자,파스트라미(치크),162,669.73,88.87,49.03,28.53,8.3,1466.46,0,11.43,0,2015
1713,피자,파스트라미(피타),100,244.01,0,13.72,0,6.07,396.31,0,4.52,0,2013
1714,피자,파스트라미+브런치(스크린),139,451.75,0,22.66,0,14.18,728.36,0,11.95,0,2015
1715,피자,파스트라미+브런치(피타),115,377.89,0,17.14,0,8.74,483.11,0,16.22,0,2015
1716,피자,파스트라미[스크린],115,350.32,29.06,20.8,16.76,6.64,497.86,0,10.15,0,2015
1717,피자,파스트라미[팬],143,510.24,63.11,28.38,16.03,6.2,790.15,0,9.39,0,2015
1718,피자,파스트라미[피타],104,274.69,29.99,14.65,10.68,4.4,459.44,0,5.31,0,2015
1719,피자,파인애플피자 L,173,717.95,0,38.06,0,20.76,1463.58,0,10.38,0,2015
1720,피자,파인애플피자 M,128,395.52,0,21.76,0,11.52,847.36,0,6.4,0,2015
1721,피자,팬 더블바비큐 L,104,226.72,0,11.44,0,1.04,444.08,0,3.12,0,2015
1722,피자,팬 더블바비큐 R,194,737.2,0,38.99,0,3.69,1458.88,0,9.51,0,2015
1723,피자,팬 바비큐 치킨 L,103,229.69,0,11.33,0,1.03,458.35,0,3.09,0,2015
1724,피자,팬 바비큐 치킨 R,198,766.26,0,38.81,0,4.16,1558.26,0,9.7,0,2015
1725,피자,팬 베이컨 포테이토 L,108,274.32,0,11.88,0,1.08,488.16,0,4.32,0,2015
1726,피자,팬 베이컨 포테이토(M),182,782.6,0,34.58,0,1.82,1394.12,0,9.1,0,2015
1727,피자,팬 수퍼 슈프림 L,193,841.48,0,42.46,0,3.86,1717.7,0,13.51,0,2015
1728,피자,팬 슈퍼 슈프림(M),159,575.58,0,28.62,0,3.18,1170.24,0,9.54,0,2015
1729,피자,팬 야채 L,170,623.9,0,30.6,0,3.4,1184.9,0,10.2,0,2015
1730,피자,팬 야채 R,157,478.85,0,23.24,0,2.2,909.03,0,7.54,0,2015
1731,피자,팬 직화 불고기 L,194,822.56,0,44.62,0,3.88,1583.04,0,11.64,0,2015
1732,피자,팬 직화 불고기 R,187,691.9,0,38.52,0,2.81,1331.44,0,9.16,0,2015
1733,피자,팬 치즈 L,159,658.26,0,34.98,0,1.59,1257.69,0,14.31,0,2015
1734,피자,팬 치즈(M),133,458.85,0,23.94,0,1.33,876.47,0,9.31,0,2015
1735,피자,팬 페퍼로니 L,154,579.04,0,27.72,0,1.54,1133.44,0,9.24,0,2015
1736,피자,팬 페퍼로니(M),127,394.97,0,19.05,0,1.27,772.16,0,6.35,0,2015
1737,피자,팬 하와이안 L,167,651.3,0,31.73,0,1.67,1224.11,0,10.02,0,2015
1738,피자,팬 하와이안 R,156,508.56,0,24.34,0,1.56,959.4,0,7.49,0,2015
1739,피자,페파로니 바이트 피자,107,319.29,0,15.73,0,5.99,694.54,0,5.89,0,2015
1740,피자,페파로니 피자(씬) L,100,315.9,0,16.93,0,2.11,376.03,0,7.49,0,2013
1741,피자,페파로니피자,172,863.44,0,43.76,0,12.87,1859.32,0,14.14,0,2015
1742,피자,페파로니피자 씬'XL,148,738.52,0,39.96,0,4.44,1083.36,0,22.2,0,2015
1743,피자,페파로니피자 씬L,158,842.14,0,44.24,0,4.74,1232.4,0,25.28,0,2015
1744,피자,페파로니피자 팬L,122,427,0,24.4,0,6.1,723.46,0,8.54,0,2015
1745,피자,"페퍼로니 (나폴리,L)",89,220.27,0,13.53,0,1.6,313.28,0,4.45,0,2015
1746,피자,"페퍼로니 (씬,L)",75,201.07,0,11.85,0,1.35,330.6,0,6,0,2015
1747,피자,"페퍼로니 (오리지널,L)",114,373.81,0,20.63,0,1.64,607.62,0,7.75,0,2015
1748,피자,페퍼로니 라이스골드L,139,573.76,207.11,33.51,617.02,4.66,306.54,4.35,10.15,34.88,2015
1749,피자,페퍼로니 라이스골드R,106,337.98,0,19.82,0,2.68,171.62,0,5.8,0,2015
1750,피자,페퍼로니 라이스바이트L,149,661.41,0,37.38,0,6.94,266.13,0,4.66,0,2015
1751,피자,페퍼로니 라이스바이트R,122,448.29,0,23.97,0,4.73,150.44,0,2.66,0,2015
1752,피자,페퍼로니 백미떡도우,170,621.18,0,30.48,0,4.81,499.1,0,8.87,0,2015
1753,피자,페퍼로니 백미떡도우,148,466.45,0,19.12,0,3.12,289.67,0,5.15,0,2015
1754,피자,페퍼로니 석쇠R,128,499.85,0,30.07,0,5.04,298.3,0,5.03,0,2015
1755,피자,페퍼로니 치즈크러스트L,119,428.8,0,26.44,0,3.83,250.53,0,5.55,0,2015
1756,피자,페퍼로니 팬L,101,314.14,0,18.75,0,3.16,179.1,0,3.01,0,2015
1757,피자,페퍼로니 팬R,138,589,0,35.01,0,5.92,328.63,0,5.51,0,2015
1758,피자,페퍼로니 흑미떡도우L,170,640.22,0,31.4,0,5.39,499.1,0,8.87,0,2015
1759,피자,페퍼로니 흑미떡도우R,148,484.14,0,20.56,0,3.8,289.67,0,5.15,0,2015
1760,피자,페퍼로니(레귤러),54,81.13,9,4.91,2.83,0.65,132.58,0,1.71,0,2015
1761,피자,페퍼로니(스크린),124,448.09,48.77,25.24,16.9,5.83,764.95,0,9.3,0,2015
1762,피자,페퍼로니(팬),127,433.95,51.31,25.69,13.99,4.06,747.37,0,8.35,0,2015
1763,피자,페퍼로니(피타),87,237.56,21,13.54,11.05,1.64,343.46,0,6.72,0,2015
1764,피자,페퍼로니(피타2조각),173,944.8,83.5,53.84,43.94,6.52,1365.96,0,26.73,0,2015
1765,피자,페퍼로니피자,100,302.63,0,16.19,0,3.38,400.74,0,3.3,0,2013
1766,피자,"페퍼로니피자 (씬, M)",125,585.25,0,34.38,0,3.97,977.12,0,18.12,0,2015
1767,피자,"페퍼로니피자 (오리지널, L)",114,373.81,0,20.63,0,1.64,607.62,0,7.75,0,2015
1768,피자,"페퍼로니피자 (오리지널, M)",135,534.2,0,30.24,0,3.86,894.24,0,11.2,0,2015
1769,피자,페퍼로니피자 L,148,603.84,0,34.04,0,10.36,1283.16,0,8.88,0,2015
1770,피자,페퍼로니피자 M,123,419.43,0,25.83,0,8.61,976.62,0,6.15,0,2015
1771,피자,페퍼로니피자(라이스골드) F,146,604.47,0,38.03,0,7.24,371.22,0,9.99,0,2015
1772,피자,페퍼로니피자(라이스바이트) F,154,692.52,0,39.25,0,6.34,537.49,0,10.23,0,2015
1773,피자,페퍼로니피자(석쇠) F,103,321.55,0,19.5,0,3.25,200.95,0,3.4,0,2015
1774,피자,"페퍼로니피자(씬, L)",150,804.3,0,47.4,0,5.43,1322.4,0,24.15,0,2015
1775,피자,페퍼로니피자(치즈크러스트) F,116,401.97,0,25.17,0,3.64,259.45,0,5.57,0,2015
1776,피자,페퍼로니피자(팬) F,113,393.78,0,23.52,0,3.97,226.21,0,3.8,0,2015
1777,피자,페퍼로니피자[R],123,419.6,0,25.41,0,8.42,976.21,0,6.51,0,2015
1778,피자,페페로니 피자,140,623,78.4,47.6,28,22.4,742,14,12.6,0,2015
1779,피자,페페로니(스크린),124,448.14,0,25.3,0,5.83,764.96,0,9.3,0,2015
1780,피자,"포테이토 (나폴리,L)",125,338.25,0,17.5,0,3.88,385.75,0,5.62,0,2015
1781,피자,"포테이토 (씬,L)",111,335.55,0,15.87,0,4.36,404.48,0,7.22,0,2015
1782,피자,"포테이토 (오리지널,L)",150,582.75,0,31.35,0,10.85,730.8,0,11.25,0,2015
1783,피자,포테이토 골드 R,111,312.35,0,10.21,0,3.44,346.79,0,9.47,0,2015
1784,피자,포테이토 바이트 피자,118,355.65,0,13.81,0,5.66,641.21,0,5.9,0,2015
1785,피자,포테이토 스위트 히든엣지(L),166,709.37,0,28.67,0,12.78,995.83,0,11.06,0,2015
1786,피자,포테이토 피자,195,991.58,0,47.78,0,11.51,1696.5,0,14.23,0,2015
1787,피자,포테이토(스몰피자),169,743.6,0,32.11,0,10.14,782.47,0,13.52,0,2015
1788,피자,포테이토골드 L,133,429.67,0,17.89,0,8.7,661.25,0,5.79,0,2015
1789,피자,포테이토골드 석쇠L,121,374.7,0,20.78,0,6.18,201.86,0,4.96,0,2015
1790,피자,포테이토골드 석쇠R,171,737.15,0,37.3,0,13.32,330.08,0,10.26,0,2015
1791,피자,포테이토골드(석쇠) F,147,548.03,0,29.33,0,10.98,275.64,0,8.89,0,2015
1792,피자,포테이토골드(석쇠피자) L,100,248.73,0,12.11,0,2.04,350.07,0,2.42,0,2013
1793,피자,포테이토스페셜(레귤러),116,343.79,42.36,17.88,11.42,4.59,518.59,0,6.36,0,2015
1794,피자,포테이토스페셜(스크린),147,546.26,61,30.76,19.92,7.09,773.35,0,10.48,0,2015
1795,피자,포테이토스페셜(치크),165,706.54,50.76,51.72,32.91,9.26,1449.96,0,12.57,0,2015
1796,피자,포테이토스페셜(팬),126,399.04,68.86,11.56,8.55,4.75,398.25,0,7.6,0,2015
1797,피자,포테이토스페셜(피타),125,432.1,40.17,22.37,20.21,5.07,546.25,0,11.66,0,2015
1798,피자,포테이토킹(스크린),132,432.3,0,17.42,0,8.71,644.56,0,14.65,0,2015
1799,피자,포테이토킹(피타),103,315.18,0,13.39,0,6.7,302.51,0,14.42,0,2015
1800,피자,포테이토킹+피쉬맨갈릭(스크린),127,418.08,0,18.8,0,9.02,699.9,0,13.72,0,2015
1801,피자,포테이토킹+피쉬맨갈릭(피타),111,354.2,0,13.54,0,7.55,382.06,0,15.54,0,2015
1802,피자,포테이토피자,194,981.64,0,47.49,0,11.45,1686.83,0,14.16,0,2015
1803,피자,"포테이토피자 (씬, L)",111,338.66,0,15.87,0,4.36,404.48,0,7.55,0,2015
1804,피자,"포테이토피자 (씬, M)",113,351.88,0,17.4,0,5.38,432.56,0,8.36,0,2015
1805,피자,"포테이토피자 (오리지널, L)",150,556.95,0,31.35,0,10.85,730.8,0,8.25,0,2015
1806,피자,"포테이토피자 (오리지널, M)",164,685.52,0,34.93,0,8.23,912.82,0,11.81,0,2015
1807,피자,포테이토피자 L,198,898.92,0,41.58,0,15.84,1865.16,0,9.9,0,2015
1808,피자,포테이토피자 M,158,575.12,0,22.12,0,7.9,1017.52,0,6.32,0,2015
1809,피자,포테이토피자 오리진 L,119,347.31,0,15.57,0,6.35,460.19,0,5.8,0,2015
1810,피자,포테이토피자 오리진 R,192,943.68,0,44.05,0,14.6,1254.52,0,17.51,0,2015
1811,피자,포테이토피자 치즈캡 L,131,420.12,0,20.63,0,6.99,618,0,7.43,0,2015
1812,피자,포테이토피자 치즈캡 R,108,295.7,0,15.19,0,4.11,442.12,0,5.76,0,2015
1813,피자,포테이토피자(L),198,898.63,0,41.84,0,15.56,1864.92,0,10.79,0,2015
1814,피자,포테이토피자[R],158,574.88,0,22.82,0,8.49,1017.23,0,5.89,0,2015
1815,피자,포테토 + 고구마 피자,196,984.7,0,38.22,0,16.07,1927.46,0,12.74,0,2015
1816,피자,프리미엄 갈릭치킨바베큐 피자 L,100,221.73,0,15.23,0,4.58,435.8,0,2.67,0,2013
1817,피자,프리미엄 게살몽땅 R,100,249.87,0,15.18,0,4.39,478.74,0,4.56,0,2013
1818,피자,프리미엄 다독이 R,100,258.93,0,13.58,0,5.74,399.9,0,4.91,0,2013
1819,피자,프리미엄 데리 치킨 피자 L,100,221.12,0,13.31,0,4.54,474.02,0,2.7,0,2013
1820,피자,프리미엄 랍스타 R,100,241.43,0,13.5,0,4.88,435.02,0,4.75,0,2013
1821,피자,프리미엄 쉬림프골드 R,100,215.64,0,12.83,0,5.12,580.79,0,3.34,0,2013
1822,피자,프리미엄 시크릿가든 R,100,261.27,0,15.77,0,3.75,505.32,0,5.25,0,2013
1823,피자,프리미엄 씨푸드아일랜드2 R,100,242.59,0,13.08,0,3.55,470.17,0,4.24,0,2013
1824,피자,프리미엄 오마이립 R,100,252.3,0,15.25,0,5.34,432.29,0,4.98,0,2013
1825,피자,프리미엄 크레이지 불새 피자 L,100,220.75,0,15.63,0,5.28,539.85,0,2.77,0,2013
1826,피자,프리미엄 포테이토골드 R,100,233.56,0,11.06,0,4.12,409.12,0,3.68,0,2013
1827,피자,프리미엄 하와이안쉬림프 피자 L,100,193.11,0,12.66,0,5.39,476.05,0,1.34,0,2013
1828,피자,프리미엄베이컨피자 씬'XL,173,859.81,0,43.25,0,20.76,1211,0,15.57,0,2015
1829,피자,프리미엄베이컨피자 씬L,139,553.22,0,27.8,0,13.9,778.4,0,9.73,0,2015
1830,피자,프리미엄베이컨피자 팬L,173,787.15,0,41.52,0,5.19,1212.73,0,12.11,0,2015
1831,피자,프리미엄치킨바베큐피자 씬'XL,160,731.2,0,40,0,8,1150.4,0,19.2,0,2015
1832,피자,프리미엄치킨바베큐피자 씬L,171,832.77,0,46.17,0,8.55,1311.57,0,22.23,0,2015
1833,피자,프리미엄치킨바베큐피자 팬'XL,164,697,0,47.56,0,9.84,1307.08,0,11.48,0,2015
1834,피자,프리미엄치킨바베큐피자 팬L,131,445.4,0,30.13,0,6.55,835.78,0,6.55,0,2015
1835,피자,피쉬맨갈릭(스크린),133,453.4,0,20.88,0,12.24,883.92,0,14.76,0,2015
1836,피자,피쉬맨갈릭(피타),102,293.45,0,11.83,0,7.55,272.44,0,12.75,0,2015
1837,피자,핀 치즈(L),159,658.26,0,34.98,0,1.59,1257.69,0,14.31,0,2015
1838,피자,하와이안 쉬림프 피자,104,239.82,0,13.31,0,7.18,604.24,0,3.02,0,2015
1839,피자,하와이안딜라이트 오리진 L,101,280.3,0,13.36,0,6.96,362.18,0,4.41,0,2015
1840,피자,하와이안딜라이트 오리진 R,165,725.17,0,35.99,0,19.19,1005.85,0,12.73,0,2015
1841,피자,하와이안딜라이트 치즈캡 L,113,346.2,0,17.96,0,7.79,501.31,0,5.84,0,2015
1842,피자,하와이안딜라이트 치즈캡 R,188,931.7,0,50.75,0,21.86,1456.91,0,17.42,0,2015
1843,피자,하와이안피자  씬'XL,135,486,0,24.3,0,12.15,577.8,0,10.8,0,2015
1844,피자,하와이안피자 씬L,168,756,0,36.96,0,18.48,898.8,0,18.48,0,2015
1845,피자,하와이안피자 팬L,138,477.48,0,22.08,0,11.04,852.84,0,6.9,0,2015
1846,피자,하와이언 라이스골드L,146,618.32,0,34.37,0,7.69,319.58,0,10.21,0,2015
1847,피자,하와이언 라이스골드R,111,356.54,0,19.14,0,4.26,157.41,0,5.79,0,2015
1848,피자,하와이언 라이스바이트L,156,709.24,0,38.25,0,10.26,276.06,0,4.4,0,2015
1849,피자,하와이언 라이스바이트R,128,473.34,0,23.28,0,6.64,132.12,0,2.47,0,2015
1850,피자,하와이언 백미떡도우L,185,715.69,0,31.06,0,12.36,537.05,0,8.51,0,2015
1851,피자,하와이언 백미떡도우R,158,505.41,0,15.78,0,7.49,245.74,0,4.69,0,2015
1852,피자,하와이언 석쇠L,101,297.49,0,16.75,0,4.84,173.59,0,2.65,0,2015
1853,피자,하와이언 석쇠R,138,545.4,0,28.37,0,9.07,266.15,0,4.72,0,2015
1854,피자,하와이언 치즈크러스트L,126,467.56,0,27.28,0,6.48,263.2,0,5.48,0,2015
1855,피자,하와이언 팬L,101,297.49,0,16.75,0,4.84,173.59,0,2.65,0,2015
1856,피자,하와이언 팬R,148,638.65,0,33.21,0,10.24,292.97,0,5.15,0,2015
1857,피자,하와이언 흑미떡도우L,185,736.41,0,32.06,0,12.99,537.05,0,8.51,0,2015
1858,피자,하와이언 흑미떡도우R,158,524.29,0,17.32,0,8.22,245.74,0,4.69,0,2015
1859,피자,하와이언피자,176,792,0,48.96,0,19.54,1580.13,0,12.04,0,2015
1860,피자,하와이언피자(라이스골드) F,154,656.04,0,39.07,0,11.03,388.33,0,9.96,0,2015
1861,피자,하와이언피자(라이스바이트) F,163,752.54,0,40.42,0,10.29,402.48,0,10.22,0,2015
1862,피자,하와이언피자(석쇠) F,112,363.06,0,20.43,0,6,216.16,0,3.29,0,2015
